"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216"
"179",56.6774856050526,64.2893442511389,72.4737140408787,71.5540736582594,68.0826679075947,66.5666041745653,64.1689193200999,67.2499117097022,65.8835301429181,62.4272757020184,62.1861308851472,63.5845403369673,61.0060881105528,51.4681554271887,52.177416342848,45.6208432782974,35.6152249571243,36.5189601118284,37.3434110634372,40.1324304590731,38.9893699986506,98.9781802172963,48.2761147460105,109.883605274543,NA,NA,37.7381893371388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4237824147997,29.0162977368603,4.01359908436427,29.8289574673748,0.0199574361060257,NA,32.9190035155508,140.157738586077,44.1514154298969,39.381099663094,99.5079763503817,78.2089252232021,70.3595445067012,50.7537051664205,48.4384584881984,35.598317076574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9426583016316,22.3369308517828,37.2236909691768,50.0300365796914,53.6192061873919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2951968677361,29.4101482762445,42.6890872139282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",57.0268280177744,62.2510732591467,60.6789405970564,60.2146412553333,62.1278476733909,62.7674116453945,63.3771249326411,62.5561578519785,62.8029407679048,61.2118535918786,64.9057142503371,62.4037974023082,61.2663897372361,64.2117595908676,61.888434781132,65.3350050150182,45.3520062558259,37.3636763205618,36.3799166249282,40.5640023405766,51.4527059573427,51.6785195829945,48.3778814195405,137.864578813245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1189506441445,164.45786434928,39.4906091360016,95.1991200303951,95.6923404888755,69.1962255999351,54.0479119700662,45.2485917506428,44.8701496502393,34.7581917235197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.4547235249429,27.6772640774833,34.8183981721892,29.1258009359734,43.1765647390845,45.2350278279562,NA,NA,139.417341271638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9741646673053,33.8415326535868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",58.4949741940711,59.6395703494528,63.3448553312217,61.9060479498861,62.7089505421976,65.4245398526726,63.4780253270146,62.6470663017555,62.8007867629409,62.2556942435251,61.7985993639932,62.0795673052777,63.8671661161157,64.4845752278258,52.2959803437866,46.1784515887148,41.5317879264527,35.103445787157,37.3651514939098,39.725427467018,42.35885044308,54.3447582675454,49.992736684185,52.6410662674356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1407714357207,27.7640533442163,34.6199245155206,98.0344519992378,79.9617987223148,58.7029240796642,53.953431527643,43.5419913673828,43.7184105858752,34.262105223609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7263557933393,NA,NA,NA,34.4684110485983,36.9600154691063,133.967413084,69.5880392612224,42.5485613521579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5775863164373,68.225422817345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",57.7978227179538,60.8137415771654,60.6109415047237,59.4934909690755,61.1670527375707,65.9891101129318,64.7121267639252,63.5835052470256,61.9407155482399,61.1516547462104,61.9664597337588,62.1126219831439,62.2761909093357,62.172827339764,64.8152235671562,42.8259874336461,38.8926985548409,38.273030334037,35.0646044115268,39.0287348512095,44.9399276563959,49.0073712059996,51.1437708768302,53.2967833347319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6944075385631,115.76901650825,76.0351242137301,94.6844094649238,83.6459614549943,58.0971228797438,46.6682693884048,48.2534923405838,40.3321833878197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.6663514284067,73.5041698584503,NA,NA,NA,NA,58.2060349681022,27.6354789918667,25.4872049795102,46.3300285955889,86.0663475509428,89.5960309442988,NA,NA,NA,NA,NA,NA,NA,NA,78.6258947475143,35.4629962991845,59.0909626643562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",54.6762272458159,56.5513179524649,60.2521040258321,60.5670897894135,66.2774520773779,62.3136506787074,65.1356060251973,63.8636609155877,59.6850750962173,65.4592437742315,62.0665908490702,62.4862581823829,61.925568006906,60.5186821428598,63.8787852848185,54.0140711980666,42.1664363181053,45.4503441813189,45.4773964715008,35.0483878081985,36.6623941119364,43.4303043336615,56.4873104837708,58.109100354012,NA,NA,NA,NA,24.4001986379717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8024761365937,48.9847442045687,87.931105549724,94.3709624120211,77.5874419316573,53.0600844332365,54.5131080835905,40.1175638840356,45.1828408148886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9420515172315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5828578898484,29.0833149195037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",48.1006627476736,53.2697670490959,54.5087843113775,54.9338095702522,55.2273867987494,60.0748167435504,62.3145026730646,60.4615204739688,65.8893253492322,62.9693143121768,62.3386461171736,66.6362085437403,66.2279561193887,62.4267391565518,60.0122920800596,63.8080363782168,50.2185133617452,40.5844585207432,43.0254978374691,38.4322343147861,35.4626312321187,37.8650922708118,50.8521672466761,52.7928873557578,NA,NA,NA,29.4014529100437,27.7795909655057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2906539969899,51.60333905865,92.2787091786397,73.1163250171452,70.7613752235692,52.6060226077052,53.7633357122536,41.7017047869126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4646142184163,32.8717034810512,36.3427874872394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",44.2681676856612,46.482068641351,45.2921322335728,44.7077779590493,46.4985983096025,55.1914788838442,53.0672052372925,57.0350420369372,64.0524175496605,69.0548616576533,65.8258626463961,67.9933830193049,63.8875868113709,64.0945995357312,59.0673779330333,58.2805704308345,68.9088536274079,57.4118143442942,37.6610873922505,36.2049111708521,38.093341850141,41.6509722201068,46.6935348049789,47.1090072886788,NA,NA,NA,33.1485156693902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5431161378743,102.338659935511,50.100869764598,95.4041260886863,69.8806030924049,57.1602425053107,46.2000250823417,50.5133080740397,49.5389425095179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",22.4051230085653,27.7954750121384,34.2609632845537,35.5131934829669,39.8848600446658,40.8282443389759,45.1070353977237,45.2471243187802,50.2555513388702,52.3852531979477,71.6853172666036,66.8242926563562,67.4912692942895,64.4860025704635,57.215080930809,54.0381790377493,64.3983909167734,74.1070925909197,49.7474308226882,60.3780230336166,43.2655485817535,41.5839218493036,43.0746302851805,48.3370487024252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.9789604710812,60.7270220175643,78.0248400232429,81.8544955021206,70.8452858278795,47.3683264583824,53.767080334461,45.2430201844584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",10.6608891786599,7.87029799374393,3.85085716255465,7.63513718107507,15.9875431385208,25.9507192089798,24.9130998160765,35.4944670400351,34.2720837357437,48.1847999505791,55.2204358162379,60.7282309461874,67.0995258245487,63.4079020061476,62.8855163165316,58.947061881921,54.5812449613163,65.5096184734326,75.7338888681045,71.8281424496565,51.7988478702202,50.6037367545193,48.0731225446929,54.7288537828272,72.1562476815608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4466409223763,46.8953104369699,74.4888510750221,62.8020235200155,46.2008823352219,36.1375475877702,36.1474606376061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7065352237682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",NA,NA,NA,NA,NA,15.9076919047585,13.605295482759,15.6061665674738,19.2103455782417,34.5092747924231,41.8394121769105,60.0496121705531,63.9517504923954,66.6262627290341,61.9320792612565,59.1491510148735,54.6542684650934,53.8643028825244,68.755416757277,75.8103088036169,78.1836948868844,79.9376355523217,74.7241236247002,65.4552291658677,97.4741655862489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.815528397873,60.3091158991447,77.8569383433487,80.9195448892219,72.9816082247061,58.018277057912,44.903324897563,40.1181819157751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.785750774693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,NA,2.49993458986452,1.14004066819442,NA,NA,NA,NA,4.56540068867463,11.885917202167,25.7865073415655,34.5483873257499,48.294809145234,66.3030341461171,60.7696568324465,62.9173749057971,58.9343969448499,53.3809734727114,56.9741854476899,72.1961952147217,85.0670687292751,93.7538735043995,96.7490628030877,91.4161775729717,131.493273567294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.7116738191722,73.3281270663402,75.521649623553,67.3135914014168,75.1615737558244,58.9459131507112,78.0567653340598,136.935262898464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.4702821380126,50.8677205602785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",3.2536769914053,3.0345948038774,4.24062619212395,5.08346186569432,3.48690400863957,2.88520473988966,2.52210409691035,0.624464993159762,NA,NA,0.554516667980749,12.9902217774136,25.4930255977019,40.6171011261485,52.6777881856493,69.7037350396249,59.0791059597067,53.4424780177882,50.0639151780567,60.6516477014435,79.2311281820559,93.7125443854748,104.745145640928,107.63946175032,132.143258162821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.2073591797125,80.1038586729704,89.1907910113606,78.084509076546,75.3498581987952,55.9429289813462,51.9994390836416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.812040329174,81.5547845252939,33.6577941258712,128.438294213758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,0.247905338659407,NA,2.10306125831328,0.810967160915268,NA,NA,NA,NA,NA,NA,10.2343706622265,23.8296969371326,36.9331028999031,53.008585596636,58.6310798708443,61.6268975154123,61.3261055725259,58.5996206601396,62.0292457331113,75.1017652097321,87.6863492232516,97.9328848633971,105.040862199299,137.736588573011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.892856681759,78.9715535406964,83.3686425149027,95.4421907654011,82.0088180187416,53.1054029607958,62.891527877905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.158644989528,127.295725328537,110.741563764609,71.5375682107088,31.2042367512985,37.068425705846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,3.81440828545887,0.325101796773282,4.19619649789499,2.72560418614265,2.27915475020194,2.15842315393739,1.43079239039436,NA,NA,NA,NA,8.11821705507326,13.5201854590439,33.9300577761515,51.2047230545531,59.2488496655325,59.7932601819103,52.3133139782653,55.4371843920692,69.8584538634296,84.952670083206,91.430302020265,95.4793829368087,140.876991356762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9029084624822,87.7991305712204,81.4803772180303,95.8690833830491,80.4721284934721,52.3473808894662,207.951739567609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0061464106538,62.9960525747675,134.959097308002,65.4596567653136,43.003438705137,32.8238680873668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",0.982943786232426,1.83757417381905,0.574370746908784,2.26155423544934,2.15194814327712,3.23370424181063,2.99621543439076,0.372992631489595,1.85978845515822,1.47657655114257,1.28183018661885,NA,NA,2.9284305227947,17.2705904147347,36.121573751983,54.3236276127661,55.2846187369286,52.2338081273157,49.9715484364294,63.5887435105483,77.2061821276248,84.1749288947002,95.3021480548924,130.627392947802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6677644051544,86.1955522847092,89.7281519205291,107.718363538073,90.9159266696973,64.2655129095829,79.6745781407893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5966741055311,171.001658987812,87.294863556079,116.201286869204,73.1953708521479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",2.14654791891455,0.399283350606254,4.67490528019563,3.79653488728063,3.50947537509883,8.08707604731025,5.12578654731482,4.32936307987663,1.06170714925433,NA,2.48428220487584,1.80442521326837,NA,NA,0.949522954257802,13.5624217987815,48.6628257171437,57.2230586814998,52.6506955876953,51.9740024667049,59.3348087237452,66.0859091592079,88.3584132101741,98.7104085349219,123.863606315973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.846826959192,84.4223749663739,93.776338579687,110.558463950576,89.890169829907,87.326829294432,68.0962056220135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8830842034709,55.8563248715186,38.2846695540111,86.5794284776106,63.4449257706129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
